,New SKU,Brand,Upstream Contact,Type,Location,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,SUM
2004,GN5764471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2005,GN3964471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,GN3964471-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2007,GN4964471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,GN9564471-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010,GN0664471-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
2012,GN5664471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9
2013,GN6061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,1,2,1,1,1,0,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2014,GN6061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015,GN7061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,7,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,5,5,3,1,0,3,1,1,0,1,0,1,1,0,0,1,1,1,2,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2017,GN9061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,1,0,0,0,2,3,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,0,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2018,GN9061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,6
2019,GN1161761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,1,3,4,1,0,1,0,0,0,0,2,3,3,1,3,4,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2020,GN1161761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6
2021,GN0061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,2,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,30
2023,GN1061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,1,0,0,0,3,3,0,0,4,1,0,0,3,2,0,3,0,0,0,0,0,0,0,5,0,1,3,1,0,0,0,0,0,0,2,0,1,1,2,1,3,3,1,3,0,1,3,0,1,0,1,0,1,0,0,0,0,0,54
2024,GN1061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,GN2061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,4,0,0,0,0,0,0,1,0,1,0,1,3,1,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2026,GN2061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,5
2027,GN4061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2028,GN4061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,6
2029,GN0721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,0,0,1,0,4,1,2,2,2,4,4,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2030,GN2721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,2,1,1,1,1,2,3,0,1,1,0,3,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
2031,GN3721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,2,2,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2032,GN4721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,2,1,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2034,GN1721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,8,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,5,4,2,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2035,GN5721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,3,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,31
2037,GN9621761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,1,6,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2038,GN5621761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,4,6,0,1,0,0,0,0,0,0,0,1,3,5,3,4,2,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46
2039,GN3621761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,10,4,1,9,10,1,1,2,0,0,0,0,0,1,0,2,1,1,3,2,0,0,0,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2040,GN4621761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,5,5,3,3,5,4,2,1,0,0,0,0,0,0,1,3,5,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2041,GN6621761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,4,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2050,GN4096951-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,1,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2052,GN8986951-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2055,GN5595951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2056,GN6595951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,1,0,0,0,4,3,6,2,2,1,0,0,2,1,0,1,1,0,0,0,4,4,1,1,1,1,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2057,GN6595951-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9
2059,GN9595951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2062,GN4595951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,0,3,8,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2063,GN4595951-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2065,GN3885951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,0,3,5,3,5,4,0,3,4,2,1,2,1,0,1,0,0,5,1,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2068,GN5885951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,2,2,5,3,6,9,9,2,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2069,GN5885951-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,2,2,1,2,5,1,1,1,0,0,0,1,1,4,4,38
2070,GN2885951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2074,GN1885951-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2076,GN8605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2080,GN7605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,1,0,1,3,1,0,0,1,0,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,28
2081,GN7605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,5
2082,GN0705761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,2,1,0,0,4,0,1,0,0,0,1,0,1,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2083,GN0705761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,7
2084,GN1705761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,1,0,0,0,1,2,1,0,0,0,1,1,2,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2085,GN1705761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,10
2086,GN0605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26
2087,GN0605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2088,GN1605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,1,0,0,4,1,1,0,2,1,1,0,0,4,2,1,1,0,0,2,4,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2089,GN3605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,0,0,0,0,1,1,1,2,1,0,4,0,0,0,1,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2090,GN3605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,5
2091,GN6605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,1,1,0,2,1,0,1,1,1,0,0,1,0,1,0,2,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2092,GN6605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,5
2093,GN3782761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,1,0,0,3,2,1,2,2,3,6,6,5,2,4,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
2094,GN3782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,1,8
2095,GN4782761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,4,5,7,11,3,0,0,0,0,0,4,1,2,2,7,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2096,GN4782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,10
2098,GN7782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,10
2099,GN0882761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,1,0,0,0,0,1,1,4,2,3,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,37
2101,GN1882761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,5,6,2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,52
2102,GN2882761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,6,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2103,GN8782761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,5,6,4,8,2,4,4,0,0,0,0,0,0,0,0,0,0,3,7,2,3,0,0,0,0,0,0,0,1,1,0,0,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2104,GN8782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,4
2105,GN5462761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2106,GN5462761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,5
2107,GN6462761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,1,0,0,0,0,0,0,2,1,1,4,1,2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,28
2108,GN5362761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,1,0,1,0,1,3,0,2,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2109,GN6362761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,2,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2110,GN9362761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,2,0,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2111,GN7362761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
2112,GN6140951-Z-WH7173,Mudramark,Dapatical Global Business Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2116,GN4058161-Z-WH8952,Woodsworth,Shree Sai Industries,HB-SW,Mumbai,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2118,GN6158161-Z-WH2203,Mudramark,Saffron Art & Craft,HB-SW,Mumbai,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
